1	0.2
2	0.36000000000000004
3	0.4880000000000001
4	0.5904000000000001
5	0.6723200000000001
6	0.7378560000000002
7	0.7902848000000002
8	0.8322278400000003
9	0.8657822720000002
10	0.8926258176000003
11	0.9141006540800003
12	0.9312805232640003
13	0.9450244186112003
14	0.9560195348889604
15	0.9648156279111684
16	0.9718525023289348
17	0.9774820018631479
18	0.9819856014905184
19	0.9855884811924148
20	0.9884707849539319
21	0.9907766279631456
22	0.9926213023705165
23	0.9940970418964132
24	0.9952776335171306
25	0.9962221068137045
26	0.9969776854509637
27	0.997582148360771
28	0.9980657186886168
29	0.9984525749508935
30	0.9987620599607148
31	0.9990096479685718
32	0.9992077183748574
33	0.999366174699886
34	0.9994929397599088
35	0.9995943518079271
36	0.9996754814463417
37	0.9997403851570733
38	0.9997923081256587
39	0.999833846500527
40	0.9998670772004216
41	0.9998936617603372
42	0.9999149294082698
43	0.9999319435266159
44	0.9999455548212927
45	0.9999564438570341
46	0.9999651550856272
47	0.9999721240685018
48	0.9999776992548014
49	0.999982159403841
50	0.9999857275230728
51	0.9999885820184582
52	0.9999908656147666
53	0.9999926924918132
54	0.9999941539934506
55	0.9999953231947605
56	0.9999962585558083
57	0.9999970068446467
58	0.9999976054757173
59	0.9999980843805738
60	0.999998467504459
61	0.9999987740035672
62	0.9999990192028537
63	0.999999215362283
64	0.9999993722898264
65	0.999999497831861
66	0.9999995982654888
67	0.999999678612391
68	0.9999997428899128
69	0.9999997943119302
70	0.9999998354495442
71	0.9999998683596353
72	0.9999998946877082
73	0.9999999157501666
74	0.9999999326001332
75	0.9999999460801066
76	0.9999999568640853
77	0.9999999654912682
78	0.9999999723930146
79	0.9999999779144118
80	0.9999999823315294
81	0.9999999858652235
82	0.9999999886921789
83	0.9999999909537431
84	0.9999999927629946
85	0.9999999942103956
86	0.9999999953683165
87	0.9999999962946532
88	0.9999999970357225
89	0.999999997628578
90	0.9999999981028624
91	0.9999999984822899
92	0.9999999987858319
93	0.9999999990286655
94	0.9999999992229325
95	0.9999999993783459
96	0.9999999995026767
97	0.9999999996021414
98	0.999999999681713
99	0.9999999997453705
100	0.9999999997962964
